protein1 protein2 combined_score
BRCA2 HSPB8 181
BRCA2 NIPBL 156
BRCA2 NUP205 156
BRCA2 BUB1B 604
BRCA2 PPARG 165
BRCA2 NPM1 855
BRCA2 WRN 690
BRCA2 HSP90B1 270
BRCA2 PLK1 893
BRCA2 MGMT 270
BRCA2 PDS5B 906
BRCA2 PLEC 692
BRCA2 SP1 572
BRCA2 SMAD3 757
BRCA2 HSP90AA1 321
BRCA2 RAD51C 942
BRCA2 DGKH 270
BRCA2 KPTN 224
BRCA2 STAT5A 270
BRCA2 NUP50 152
BRCA2 ERCC5 330
BRCA2 DYNC1H1 270
BRCA2 F8 270
BRCA2 EXO1 600
BRCA2 CFH 270
BRCA2 LMNA 249
BRCA2 FLNA 840
BRCA2 COL11A1 270
BRCA2 POLH 270
BRCA2 RPA2 784
BRCA2 UBE2D1 250
BRCA2 KIF4A 514
BRCA2 MSH5 625
BRCA2 RAD50 695
BRCA2 PCNA 270
BRCA2 FOXO1 261
BRCA2 RBBP8 899
BRCA2 XRCC3 989
BRCA2 HOPX 510
BRCA2 CNTROB 594
BRCA2 CDC45 691
BRCA2 IER2 150
BRCA2 MLF1 209
BRCA2 CHEK1 270
BRCA2 MYBBP1A 219
BRCA2 RAD51 999
BRCA2 ZNF707 270
BRCA2 POLR2A 270
BRCA2 XPO1 276
BRCA2 SERPINH1 270
BRCA2 CHEK2 604
BRDT MYBL2 161
BRDT RRP9 165
BRDT NFYB 181
BRDT NCAPH 165
BRDT SMARCC1 248
BRDT CCNT1 598
BRDT CSNK2A2 197
BRDT E2F3 227
BRDT PIK3CA 203
BRDT PIK3CB 203
BRDT CMBL 163
BRDT TAF10 371
BRDT POLR1D 165
BRDT HDAC3 190
BRDT PRKDC 203
BRDT SMC1A 150
BRDT WDR33 177
BRDT HSP90AA1 175
BRDT CDKN3 276
BRDT MYB 169
BRDT RBPJ 162
BRDT WDR37 177
BRDT PIK3CG 203
BRDT MTOR 203
BRDT E2F2 192
BRDT SLC30A10 151
BRDT SLC30A1 151
BRDT DR1 163
BRDT GTF2B 273
BRDT CDC5L 259
BRDT VAV2 192
BRDT RAD54L 182
BRDT CDC20 177
BRDT HDAC1 190
BRDT CSNK2B 240
BRDT PIK3CD 203
BRDT DCAF10 161
BRDT E2F4 207
BRDT RBBP7 170
BRDT HELLS 184
BRDT MYBL1 172
BRDT RUVBL2 254
BRDT NFYC 165
BRDT TOP2A 151
BRDT POLR2F 248
BRDT TAF6 336
BRDT POLE4 165
BRDT SUPT5H 165
BRDT E2F5 207
BRDT POLR2A 218
BRDT HDAC2 190
BRMS1L HDAC9 281
BRMS1L CTNNB1 239
BRMS1L CUL3 196
BRMS1L HDAC3 354
BRMS1L HDAC6 377
BRMS1L DCAF10 174
BRMS1L RBBP7 590
BRMS1L HDAC2 768
BRMS1L SMTN 240
BRMS1L FLNB 231
BRMS1L DMD 260
BRMS1L HDAC1 892
BRMS1L HDAC5 281
BRMS1L MXD1 303
BRMS1L MXD3 209
BRS3 PTGER3 279
BSG ITGA3 600
BSG ZW10 238
BSG MYH9 270
BSG TGFB1 257
BSG ITGB8 307
BSG MYL2 261
BSG EXOC2 239
BSG SYMPK 239
BSG COX6B1 151
BSG CANX 291
BSG XPO7 236
BSG SLC6A8 250
BSG EXOC4 238
BSG LGALS3 764
BSG GYPC 154
BSG SLC16A7 838
BSG USP14 270
BSG SLC7A5 627
BSG UTP20 232
BSG SPPL2A 152
BSG CDH3 274
BSG GPC1 270
BSG ITGB7 307
BSG NDUFS6 592
BSG SLC7A11 627
BSG GPD1L 237
BSG NCSTN 478
BSG HSP90B1 463
BSG PPIB 894
BSG NOD2 613
BSG PLG 156
BSG PDS5B 237
BSG PSEN1 270
BSG KNTC1 237
BSG SELE 746
BSG SCP2 268
BSG ITGB1 940
BSG TBCD 227
BSG KRT8 270
BSG TFRC 256
BSG EDC4 238
BSG MTOR 239
BSG HSP90AA1 270
BSG JUP 536
BSG SLC2A1 465
BSG SLC16A1 986
BSG PTPRJ 269
BSG RAB1A 270
BSG COG2 236
BSG SLC3A2 952
BSG SLC16A3 978
BSG PTPRC 246
BSG PPIA 988
BSG RNF4 270
BSG CD44 907
BSG PSENEN 470
BSG SDC1 969
BSG NEGR1 220
BSG SIRPA 230
BSG STEAP3 236
BSG ITGA6 600
BSG PRNP 340
BSG SIRT6 214
BSG HRAS 304
BSG TUBA3C 270
BST2 CD4 258
BST2 ECT2 270
BST2 DNMT1 216
BST2 BTRC 787
BST2 GP2 697
BST2 MAP3K7 274
BST2 LGALS3 165
BST2 EZR 376
BST2 WWP1 238
BST2 LSP1 239
BST2 TFRC 412
BST2 CD81 397
BST2 KIF23 270
BST2 GSTM1 446
BST2 SELE 187
BTC CLTA 600
BTC PIK3CA 499
BTC CBL 600
BTC EGF 300
BTC ERBB3 525
BTC ERBB2 954
BTC EGFR 996
BTC TGFA 300
BTC PTPN11 499
BTC PTK2 499
BTC STAM 600
BTC SH3GL2 600
BTC GRB2 499
BTC CLTC 600
BTC RHOA 600
BTC SHC1 499
BTC SOS1 499
BTRC CD4 889
BTRC PPP2R5B 600
BTRC DLD 224
BTRC CDC34 783
BTRC RBX1 996
BTRC NFKBIA 985
BTRC PPP2CB 609
BTRC RELB 600
BTRC NFKB1 831
BTRC FBXO5 864
BTRC MAPK14 538
BTRC PLEK 181
BTRC PKD2 181
BTRC CDC25B 772
BTRC LPIN2 270
BTRC CDH1 252
BTRC TUBGCP3 487
BTRC SMURF2 275
BTRC EED 431
BTRC CBL 250
BTRC YWHAE 179
BTRC CUL3 733
BTRC MLPH 185
BTRC TP63 270
BTRC CDH6 254
BTRC FBXW11 813
BTRC LEF1 600
BTRC CDK2 179
BTRC TP53 595
BTRC IFNAR1 646
BTRC SKP2 540
BTRC NFKBIE 706
BTRC PDCD4 873
BTRC USP15 270
BTRC FBXW7 942
BTRC TCF7L1 600
BTRC TIAM1 270
BTRC CTBP1 852
BTRC REL 636
BTRC NFIL3 254
BTRC PLK1 634
BTRC TPX2 181
BTRC CDC25A 887
BTRC CTNNA1 179
BTRC IRS1 270
BTRC YWHAG 179
BTRC PPP2R1B 600
BTRC NFKBIB 792
BTRC HNRNPD 445
BTRC PER1 855
BTRC CLU 270
BTRC STAT2 312
BTRC EZH2 724
BTRC TNIP2 600
BTRC CSNK1D 597
BTRC GSK3B 955
BTRC MAP1S 274
BTRC CUL1 999
BTRC SP1 608
BTRC TBK1 337
BTRC MXI1 425
BTRC SMAD3 602
BTRC FOXN3 185
BTRC CTNNB1 999
BTRC DLG1 451
BTRC DMPK 163
BTRC TGFBR2 178
BTRC DNMT1 271
BTRC ELF3 439
BTRC STAT1 181
BTRC SMURF1 486
BTRC NFE2L1 547
BTRC RNASEL 160
BTRC UCK2 211
BTRC DAP3 179
BTRC PRDM1 199
BTRC TCF7L2 900
BTRC NFKB2 824
BTRC GBF1 445
BTRC E2F4 154
BTRC HIPK2 368
BTRC UCK1 211
BTRC CTTN 270
BTRC HRAS 270
BTRC STIL 309
BTRC SUN2 564
BTRC WWTR1 610
BTRC LSP1 185
BTRC RBL1 208
BTRC CUL5 617
BTRC FOXO3 471
BTRC RCAN1 270
BTRC YWHAB 179
BTRC IKBKB 791
BTRC JUP 499
BTRC GADD45A 341
BTRC NUMB 270
BTRC ZC3H12A 392
BTRC RELA 805
BTRC NEDD4 476
BTRC CHEK1 270
BTRC UBE2D1 420
BTRC TIMELESS 241
BTRC CHUK 725
BTRC MAPK8 267
BTRC MAP3K6 181
BTRC DLG5 392
BTRC DYRK1A 368
BTRC CTNND1 270
BTRC MARK2 150
BTRC RAP1GAP 285
BTRC JAK2 628
BTRC CSNK2B 324
BTRC KLF4 295
BTRC RPS10 179
BTRC E2F5 154
BTRC PRLR 737
BTRC MARK3 150
BTRC NFE2L2 635
BTRC SIPA1L1 175
BTRC CUL4A 663
BTRC LPIN1 491
BTRC WEE1 701
BTRC SUCLG2 252
BTRC CDC20 619
BTRC CD274 502
BTRC NCOR2 270
BTRC RPS6KA1 241
BTRC IKBKG 270
BUB1 PPP2R5B 213
BUB1 ZW10 626
BUB1 MAPRE3 267
BUB1 NFYB 160
BUB1 PIAS1 188
BUB1 LMO2 151
BUB1 CDK4 175
BUB1 ESPL1 339
BUB1 NDC80 940
BUB1 CDH1 214
BUB1 TNFRSF8 534
BUB1 TP63 248
BUB1 CDK6 175
BUB1 CDK2 286
BUB1 TP53 466
BUB1 RASA1 243
BUB1 SPC25 766
BUB1 BUB1B 993
BUB1 PLK1 955
BUB1 WDR37 293
BUB1 KIF4A 342
BUB1 CDC5L 158
BUB1 TGFBR1 194
BUB1 PAFAH1B1 392
BUB1 CDC7 308
BUB1 SFRP4 208
BUB1 TTK 685
BUB1 FOXO3 301
BUB1 WDR33 293
BUB1 SVIL 458
BUB1 MLF1 476
BUB1 KIF2C 298
BUB1 CKAP5 392
BUB1 RBPMS 198
BUB1 SHC1 156
BUB1 PIAS3 188
BUB1 MAPRE1 267
BUB1 CENPF 915
BUB1 SPC24 807
BUB1 HDAC1 281
BUB1 EIF4EBP1 549
BUB1 TBC1D30 220
BUB1 PIAS2 188
BUB1 NUP98 151
BUB1 CDC27 296
BUB1 INCENP 228
BUB1 CDC20 990
BUB1B PPP2R5B 238
BUB1B TRIP13 483
BUB1B ZW10 585
BUB1B HDAC5 281
BUB1B MAPRE3 244
BUB1B TFPI 189
BUB1B NFYB 160
BUB1B SIRT2 579
BUB1B PIAS1 165
BUB1B CCNA1 615
BUB1B LMO2 181
BUB1B CDK4 175
BUB1B NDC80 764
BUB1B KAT2B 501
BUB1B TNFRSF8 224
BUB1B UBE2S 720
BUB1B CDK6 175
BUB1B CDK2 213
BUB1B TP53 440
BUB1B CCNA2 706
BUB1B RASA1 163
BUB1B DYRK1A 270
BUB1B PIAS2 165
BUB1B MXI1 483
BUB1B HDAC3 491
BUB1B TRIM33 270
BUB1B TBC1D30 220
BUB1B HDAC1 491
BUB1B UBE2D1 600
BUB1B CDC20 999
BUB1B PEX5 179
BUB1B INCENP 284
BUB1B CDC27 993
BUB1B TAOK2 154
BUB1B TTK 635
BUB1B PLK1 960
BUB1B NUSAP1 156
BUB1B PAFAH1B1 331
BUB1B HDAC2 616
BUB1B CDC5L 158
BUB1B WDR37 293
BUB1B CENPF 923
BUB1B MAPRE1 244
BUB1B TUBB 380
BUB1B UBE2E1 600
BUB1B PIAS3 165
BUB1B CKAP5 331
BUB1B DNMBP 192
BUB1B PCGF5 540
BUB1B PELI1 270
BUB1B WDR33 293
BUB1B MAP3K1 267
C1QA DCN 424
C1QA TNS1 155
C1QA C1QBP 545
C1QA HRG 188
C1QA LRP1 405
C1QA CFP 445
C1QA SERPING1 669
C1QA PTX3 796
C1QA FN1 521
C1QA RAC1 270
C1QA ITGAL 226
C1QA NLGN3 192
C1QA UAP1 216
C1QA MBL2 270
C1QA IER2 187
C1QA LTA 189
C1QA PRNP 362
C1QA LGMN 266
C1QA C1R 959
C1QA MASP2 612
C1QBP CDK13 644
C1QBP MAPK1 270
C1QBP MCM5 175
C1QBP FBL 700
C1QBP MRPS30 276
C1QBP HNRNPC 270
C1QBP TF 270
C1QBP PRMT5 384
C1QBP HDAC5 270
C1QBP METTL3 270
C1QBP TUBA3C 163
C1QBP CDKN2A 927
C1QBP PRKCA 270
C1QBP SERPING1 270
C1QBP XRCC5 244
C1QBP DNM1L 270
C1QBP F12 853
C1QBP FOXC1 270
C1QBP SERPINC1 431
C1QBP PTCD3 281
C1QBP LRPPRC 309
C1QBP MCM7 175
C1QBP DAP3 351
C1QBP F2 454
C1QBP PLAUR 414
C1QBP CPEB2 169
C1QBP PRMT3 300
C1QBP TOMM40 271
C1QBP ILF2 270
C1QBP COX6B1 268
C1QBP NPM1 295
C1QBP KIF23 270
C1QBP PDIA6 154
C1QBP NCAPD2 618
C1QBP MCM3 175
C1QBP DDX39A 345
C1QBP LMNA 268
C1QBP KCNJ2 163
C1QBP TARDBP 270
C1QBP CHST8 196
C1QBP DLAT 406
C1QBP GRK5 270
C1QBP HNRNPD 177
C1QBP IQGAP2 315
C1QBP NUP107 616
C1QBP JUP 244
C1QBP NFKBIE 190
C1QBP HSPA9 270
C1QBP ZNF707 252
C1QBP IRS4 270
C1QBP YWHAE 380
C1QBP LONP1 309
C1QBP HUWE1 270
C1QBP ECT2 270
C1QBP CDH1 384
C1QBP GTF2B 177
C1QBP NUP153 621
C1QBP CPEB3 169
C1QBP FN1 412
C1QBP MMP14 701
C1QBP KRT1 874
C1QBP CD44 281
C1QBP PRKCD 359
C1QBP NRP1 234
C1QBP UQCRC2 272
C1QBP CIT 281
C1QBP LRP1 159
C1QBP TFB2M 270
C1QBP C3 270
C1QBP MRPL3 346
C1QBP DDX21 410
C1QBP KLKB1 600
C1R CDO1 154
C1R EGF 335
C1R SERPING1 967
C1R PTX3 286
C1R PSEN1 237
C1R CD55 250
C1R MBL2 459
C2 PSMD7 175
C2 C3 651
C2 CFP 190
C2 CDO1 154
C2 PSMA6 175
C2 C9 175
C2 SERPING1 180
C2 PTX3 204
C2 CR1 600
C2 CD55 678
C2 PSMC3 175
C2 PSMC2 175
C2 PSMD14 175
C2 CLU 280
C3 DCN 201
C3 C5 684
C3 MPO 297
C3 GAPDH 226
C3 HRG 167
C3 KCNJ2 270
C3 TF 169
C3 MYOM2 169
C3 ITGAM 990
C3 LPCAT3 167
C3 ITIH1 229
C3 SERPING1 589
C3 CR2 982
C3 C5AR1 369
C3 CD40LG 311
C3 POMC 293
C3 HNF4A 270
C3 ITIH4 478
C3 FN1 293
C3 F13B 270
C3 TSG101 274
C3 CLU 224
C3 SH2B3 239
C3 CFD 875
C3 CFP 988
C3 VWF 781
C3 SAMHD1 270
C3 ITGB2 950
C3 IFITM1 600
C3 WWP1 237
C3 MASP2 324
C3 CHKA 186
C3 SCARB1 260
C3 CD46 995
C3 PLG 341
C3 C3AR1 976
C3 PRSS23 190
C3 PTX3 637
C3 CPN1 270
C3 RELA 270
C3 CFH 997
C3 CD81 600
C3 MAPT 270
C3 MTOR 277
C3 CD55 987
C3 CR1 995
C3 SELP 897
C3AR1 NFKBIA 436
C3AR1 C5 595
C3AR1 PEX13 256
C3AR1 C5AR1 875
C3AR1 SLC22A18 188
C3AR1 LPAR1 256
C3AR1 CD55 329
C3AR1 GLMN 183
C3AR1 P2RX7 175
C3AR1 CKAP4 186
C5 DCN 161
C5 C5AR1 984
C5 CD34 720
C5 CTSB 270
C5 ELANE 170
C5 ITGAM 186
C5 ITIH1 197
C5 C9 994
C5 CLU 600
C5 F2 266
C5 GNA15 186
C5 CFD 266
C5 CFP 903
C5 TOMM40 540
C5 CD59 600
C5 POMC 189
C5 MASP2 250
C5 CHKA 169
C5 VDAC1 900
C5 KEL 248
C5 VDAC2 540
C5 PLG 155
C5AR1 TLR2 882
C5AR1 GLS2 218
C5AR1 GNAI2 549
C5AR1 GPR132 277
C5AR1 NLRP3 260
C5AR1 WAS 480
C5AR1 CD40LG 222
C5AR1 NGF 262
C5AR1 RPS19 870
C5AR1 TPM3 150
C5AR1 PYCR1 260
C5AR1 ITGAM 213
C5AR1 GNAI3 270
C9 MPO 297
C9 LAMTOR5 192
C9 HSP90AA1 270
C9 FN1 270
C9 CD59 933
C9 VDAC2 540
C9 HSPA9 478
C9 TOMM40 540
C9 CD34 720
C9 CLU 714
C9 VDAC1 900
CA12 RNF123 270
CA12 HMOX1 208
CA12 SLC4A4 249
CA12 RNF4 270
CA2 CFTR 261
CA2 FUS 270
CA2 CDH1 901
CA2 SLC4A1 580
CA2 GOT1 181
CA2 CTNNB1 900
CA2 MAPT 181
CA2 CTNND1 900
CA2 RNF4 270
CA2 CTNNA1 900
CA2 HUWE1 274
CA2 PCNA 297
CA2 SLC4A4 850
CA2 CA6 252
CA6 PRMT5 246
CA6 SLC4A4 220
CAB39 DCN 227
CAB39 MXRA5 227
CAB39 WNK4 622
CAB39 SNRPA1 155
CAB39 FLII 155
CAB39 TOMM40 272
CAB39 CYP1A1 220
CAB39 TLR6 155
CAB39 FH 272
CAB39 TLR2 155
CAB39 MAP2K6 214
CAB39 CDC7 150
CAB39 CRYZ 272
CAB39 PRKAA2 332
CAB39 HIBCH 272
CAB39 CNTRL 164
CAB39 RSU1 155
CAB39 TSKU 227
CAB39 RTN4RL1 227
CAB39 OXSR1 646
CAB39 SMAD7 237
CAB39 LRIG1 155
CAB39 NT5C3A 187
CAB39 SLIT2 155
CAB39 FYN 188
CAB39 STK38L 275
CAB39 STK39 869
CAB39 CAB39L 674
CAB39 MAP2K3 214
CAB39 TLR1 155
CAB39 SLIT3 155
CAB39 DPYSL2 154
CAB39 SHMT2 298
CAB39 PIDD1 227
CAB39 TLR7 155
CAB39 MFHAS1 227
CAB39 ECM2 227
CAB39 SLIT1 155
CAB39L DCN 227
CAB39L MXRA5 227
CAB39L SNRPA1 155
CAB39L TLR2 155
CAB39L SLIT1 155
CAB39L LRIG1 155
CAB39L MFHAS1 227
CAB39L DPYSL2 181
CAB39L OXSR1 412
CAB39L FLII 155
CAB39L RTN4RL1 227
CAB39L SLIT3 155
CAB39L PIDD1 227
CAB39L ECM2 227
CAB39L MAP2K3 260
CAB39L STK39 222
CAB39L TLR1 155
CAB39L PRKAA2 288
CAB39L SRPK1 288
CAB39L CNTRL 164
CAB39L RSU1 155
CAB39L TLR7 155
CAB39L STK38L 275
CAB39L TLR6 155
CAB39L CDC7 150
CAB39L SLIT2 155
CAB39L TSKU 227
CAB39L MAP2K6 327
CAB39L NT5C3A 187
CACNA1A PVALB 169
CACNA1A MYL12A 163
CACNA1A MYL2 163
CACNA1A TNNC1 169
CACNA1A PPP3R1 163
CACNA1A TARDBP 215
CACNA1A MYL9 163
CACNA1A KCNMA1 433
CACNA1A KCNIP3 163
CACNA1A MAP1B 367
CACNA1A GNB2 286
CACNA1A CALB2 188
CACNA1A FGF13 212
CACNA1A GPR132 157
CACNA1A PDE4B 360
CACNA1A CACNA1H 476
CACNA1A MYL4 163
CACNA1A RYR1 501
CACNA1A CACNA2D2 863
CACNA1A MGST1 303
CACNA1A SCN9A 301
CACNA1A CAMK2B 187
CACNA1A SCN10A 294
CACNA1A SCGN 169
CACNA1A KCNIP2 163
CACNA1A NCS1 341
CACNA1A MYL3 163
CACNA1A MYL12B 163
CACNA1A CACNA1F 468
CACNA1A HPCAL4 163
CACNA1A TNNC2 169
CACNA1A HSPA2 370
CACNA1A OLFM1 274
CACNA1A SDC1 245
CACNA1A RYR2 252
CACNA1A UBE2L3 329
CACNA1F USH1C 226
CACNA1F PVALB 169
CACNA1F MYL12A 163
CACNA1F MYL2 163
CACNA1F TNNC1 169
CACNA1F PPP3R1 163
CACNA1F TARDBP 215
CACNA1F MYL9 163
CACNA1F KCNMA1 186
CACNA1F KCNIP3 163
CACNA1F MAP1B 175
CACNA1F CALB2 188
CACNA1F DPYSL2 181
CACNA1F FGF13 216
CACNA1F RNF123 270
CACNA1F PDE4B 540
CACNA1F CACNA1H 771
CACNA1F LCK 323
CACNA1F CAV3 163
CACNA1F FYN 217
CACNA1F MYL4 163
CACNA1F RYR1 781
CACNA1F RYR2 252
CACNA1F NCS1 251
CACNA1F TNNC2 169
CACNA1F HPCAL4 163
CACNA1F SRC 185
CACNA1F CD8A 216
CACNA1F SCN9A 242
CACNA1F CAMK2B 187
CACNA1F CACNA2D2 731
CACNA1F SCN10A 239
CACNA1F MYL3 163
CACNA1F SCGN 169
CACNA1F KCNIP2 163
CACNA1F MYL12B 163
CACNA1F HSPA2 724
CACNA1H PVALB 163
CACNA1H MYL12A 163
CACNA1H KCND1 202
CACNA1H PANX1 246
CACNA1H MYL2 163
CACNA1H TNNC1 163
CACNA1H PPP3R1 163
CACNA1H TARDBP 222
CACNA1H CANX 322
CACNA1H KCNN4 297
CACNA1H MYL9 163
CACNA1H KCNMA1 288
CACNA1H KCNIP3 163
CACNA1H CALB2 163
CACNA1H P2RX7 190
CACNA1H PDE4B 540
CACNA1H SCNN1A 540
CACNA1H RYR2 179
CACNA1H NCAM1 600
CACNA1H CAV3 690
CACNA1H RYR1 760
CACNA1H MYL4 163
CACNA1H HSPA2 730
CACNA1H TNNC2 163
CACNA1H SCN1B 540
CACNA1H HPCAL4 163
CACNA1H MYL12B 163
CACNA1H NCS1 163
CACNA1H MYL3 163
CACNA1H SCGN 163
CACNA1H KCNIP2 163
CACNA1H SCN10A 540
CACNA1H SCN8A 588
CACNA1H SCN9A 588
CACNA1H CACNA2D2 664
CACNA2D2 CDH1 264
CACNA2D2 TNIP1 192
CACNA2D2 PDE4B 540
CACNA2D2 PTCH1 217
CACNA2D2 SCN8A 289
CACNA2D2 SPTBN1 150
CACNA2D2 RYR1 570
CACNA2D2 THBS3 175
CACNA2D2 PRNP 215
CACNA2D2 TANK 192
CACNA2D2 HSPA2 540
CACNA2D2 SCN9A 368
CACNA2D2 SCN10A 228
CACYBP FKBP4 381
CACYBP MAPK1 480
CACYBP GAPDH 262
CACYBP SYMPK 245
CACYBP EED 181
CACYBP FBXW11 169
CACYBP ERBB2 290
CACYBP NPM1 270
CACYBP HSP90B1 270
CACYBP CRAT 221
CACYBP PRPF31 270
CACYBP GSK3B 900
CACYBP CUL1 298
CACYBP HSP90AA1 688
CACYBP MAPT 270
CACYBP CTNNB1 894
CACYBP UBE2I 270
CACYBP STIP1 198
CACYBP FKBP5 307
CACYBP S100A12 392
CACYBP TPD52 359
CACYBP ECT2 270
CACYBP PEA15 192
CACYBP PRKCA 270
CAD CDC34 270
CAD HDAC5 270
CAD UMPS 241
CAD WNK4 237
CAD COPB1 300
CAD GRWD1 270
CAD NASP 150
CAD EIF2S1 301
CAD HIRA 213
CAD CBL 157
CAD NOD2 271
CAD GFPT1 287
CAD RUVBL2 508
CAD METTL3 270
CAD CRAT 216
CAD NEDD4 180
CAD CRMP1 205
CAD PC 320
CAD DNAJA1 284
CAD TUBB2A 624
CAD DPYSL2 205
CAD MCM7 272
CAD DPYSL3 205
CAD CMPK1 216
CAD RHOA 150
CAD CHAF1A 181
CAD XPO1 473
CAD CLTC 272
CAD TP63 270
CAD CCT6A 283
CAD FASN 270
CAD HDAC6 270
CAD UQCRC2 272
CAD GRB2 200
CAD STAU1 293
CAD PSMD1 271
CAD CCT3 287
CAD SKI 270
CAD IDE 150
CAD PSMC2 473
CAD CIT 270
CAD SHC1 183
CAD PSMC3 336
CAD HSP90AA1 353
CAD STIP1 151
CAD PSMD12 272
CAD PSMC6 300
CADM1 ITGB4 192
CADM1 ITGB8 191
CADM1 CRTAM 992
CADM1 LGALS3 270
CADM1 PSMA6 287
CADM1 FLT4 273
CADM1 NRXN2 237
CADM1 ERBB3 787
CADM1 ERBB2 376
CADM1 TIAM1 601
CADM1 KIT 256
CADM1 JAM3 214
CADM1 GSK3B 179
CADM1 EPB41L3 987
CADM1 DLG5 169
CADM1 DLG1 421
CADM1 HSPA2 159
CADM1 CAMK2B 158
CADM1 CD8A 150
CADM1 DLG4 382
CADM1 MPP2 267
CADM1 LCK 369
CADM1 HSPA1A 159
CADM1 CNBP 272
CADM1 CADM3 904
CADM1 PTK2 276
CADM1 HADH 269
CADM1 EPB41 317
CADM1 EPB41L2 624
CADM1 PVR 618
CADM1 HSPA1L 159
CADM1 FARP1 628
CADM1 FN1 242
CADM1 KPTN 424
CADM1 RNF4 270
CADM1 CADM2 816
CADM1 IGF2R 202
CADM2 CADM3 683
CADM3 RNF4 270
CADM3 PVR 245
CALB2 FKBP4 187
CALB2 PYGM 181
CALB2 MYO15A 174
CALB2 MYH9 250
CALB2 PYGL 181
CALB2 PYGB 181
CALB2 TRIB3 152
CALB2 KCND1 152
CALB2 PPP2CB 248
CALB2 FKBP14 173
CALB2 MYH1 250
CALB2 TNNT2 167
CALB2 MYH2 250
CALB2 TUBG1 151
CALB2 NASP 155
CALB2 MYH4 250
CALB2 TUBB2B 163
CALB2 DAPK2 166
CALB2 PIK3CA 154
CALB2 DGUOK 226
CALB2 PFKL 173
CALB2 KCNH1 243
CALB2 IQGAP2 227
CALB2 TNNT3 167
CALB2 SSRP1 188
CALB2 PPP4C 292
CALB2 CAMK4 166
CALB2 XPC 159
CALB2 MYO1E 349
CALB2 PIK3CB 154
CALB2 WDR90 363
CALB2 HSPA9 325
CALB2 MELK 152
CALB2 HSPA4 158
CALB2 KIF5B 156
CALB2 HSPA1A 211
CALB2 KIF5A 156
CALB2 FYN 203
CALB2 KIF5C 156
CALB2 RCAN1 161
CALB2 KCNQ2 152
CALB2 MYOM1 173
CALB2 SAC3D1 254
CALB2 SUCLA2 245
CALB2 PIK3CD 154
CALB2 DAAM1 168
CALB2 MYH3 250
CALB2 SCN10A 169
CALB2 CAMK2B 153
CALB2 TPM4 164
CALB2 PHKG1 173
CALB2 PRKAA2 152
CALB2 TUBB 163
CALB2 HSP90AA1 153
CALB2 SYNE1 156
CALB2 DMD 167
CALB2 PLEC 322
CALB2 CPEB3 158
CALB2 PIK3CG 154
CALB2 DST 166
CALB2 EEF2 192
CALB2 TNNT1 167
CALB2 PRKDC 154
CALB2 NUFIP1 229
CALB2 TUBB2A 163
CALB2 HSPA1L 211
CALB2 MYH10 621
CALB2 TNNI3 233
CALB2 MTOR 159
CALB2 TPM3 164
CALB2 TPM1 164
CALB2 RYR1 176
CALB2 HSPA2 211
CALB2 PHKG2 173
CALB2 MYLK 173
CALB2 MYH11 250
CALB2 FKBP5 187
CALB2 CPEB2 158
CALB2 TUBA3C 175
CALB2 SCN9A 180
CALB2 TRIO 185
CALB2 FKBP1B 191
CALB2 PFKP 173
CALB2 MYH8 253
CALB2 EFHC1 224
CALB2 RYR2 169
CALB2 TPM2 164
CALB2 CYBB 181
CALB2 MYO9B 201
CALB2 MAPT 171
CALB2 GSK3B 158
CALB2 CAMK1D 166
CALB2 TNNI1 233
CALB2 HAX1 220
CALB2 RPS10 180
CALB2 NUP153 169
CALB2 SUCLG2 163
CALB2 PFKM 173
CALB2 SCN8A 180
CALB2 RIBC2 224
CALCR GNB4 183
CALCR IAPP 906
CALCR LRP1 270
CALCR GNAO1 231
CALCR GNA15 167
CALCR GNB2 183
CALCR GNAI2 179
CALCR GNG2 828
CALCR GNAI1 179
CALCR OLFM1 231
CALCR CALCRL 231
CALCR TNFSF11 208
CALCR PRNP 188
CALCR GNGT2 179
CALCR GNG12 179
CALCR FLNA 213
CALCR GNAI3 179
CALCRL GNB4 183
CALCRL IAPP 410
CALCRL GNAO1 199
CALCRL GNA15 167
CALCRL GNB2 183
CALCRL GNAI2 179
CALCRL GNG2 828
CALCRL GNAI1 179
CALCRL CFH 195
CALCRL GNAI3 179
CALCRL GNG12 179
CALCRL GABBR1 720
CALCRL GNGT2 179
CALD1 VCL 600
CALD1 PVALB 252
CALD1 MYL12A 617
CALD1 SORBS3 600
CALD1 PXN 600
CALD1 MYL9 600
CALD1 ITGB5 600
CALD1 HSP90AA1 256
CALD1 EPB41L2 243
CALD1 TPM4 600
CALD1 TPM1 600
CALD1 TPM2 600
CALD1 GRB2 685
CALD1 MYH11 800
CALD1 SORBS1 600
CALD1 CTTN 603
CALD1 PRKCA 463
CALD1 DYRK1A 270
CALD1 MYL12B 617
CALD1 GSN 278
CALD1 TPM3 600
CALD1 SHC1 450
CALD1 ENG 270
CALU CFTR 608
CALU RAF1 221
CALU XPO7 181
CALU KIF23 270
CALU TPRKB 406
CALU EGFR 271
CALU SERPING1 461
CALU NPM1 270
CALU HSP90B1 272
CALU GAA 271
CALU EIF5A 216
CALU UBE2I 270
CALU TRIM33 153
CALU RYR1 266
CALU MSN 272
CALU RYR2 281
CALU NGF 239
CALU UBQLN1 194
CALU CLN5 270
CALU CNTROB 198
CALU STK38L 270
CALU CIT 270
CALU TKT 272
CALU TOP2A 177
